year,month,day,gender,births
1981,4,5065,M,5065
1979,6,5066,M,5066
1981,12,5066,M,5066
1982,4,5066,M,5066
1969,5,5068,M,5068
1971,4,5068,M,5068
1971,5,5068,M,5068
1977,8,5068,M,5068
1981,4,5068,M,5068
1979,5,5069,M,5069
1984,5,5069,M,5069
1969,3,5070,M,5070
1969,3,5070,M,5070
1971,5,5070,M,5070
1980,12,5070,M,5070
1984,1,5070,M,5070
1978,12,5071,M,5071
1980,4,5071,M,5071
1981,6,5071,M,5071
1969,3,5072,M,5072
1969,4,5072,M,5072
1969,11,5072,M,5072
1971,1,5072,M,5072
1971,6,5072,M,5072
1971,10,5072,M,5072
1977,2,5072,M,5072
1982,1,5072,M,5072
1974,9,5073,M,5073
1977,7,5073,M,5073
1979,12,5073,M,5073
1980,5,5073,M,5073
1983,1,5073,M,5073
1984,10,5073,M,5073
1969,3,5074,M,5074
1970,3,5074,M,5074
1974,9,5074,M,5074
1978,7,5074,M,5074
1984,9,5074,M,5074
1977,2,5075,M,5075
1979,3,5075,M,5075
1980,5,5075,M,5075
1980,11,5075,M,5075
1969,1,5076,M,5076
1969,3,5076,M,5076
1969,5,5076,M,5076
1970,4,5076,M,5076
1970,4,5076,M,5076
1974,9,5076,M,5076
1975,9,5076,M,5076
1977,8,5076,M,5076
1980,6,5076,M,5076
1981,4,5076,M,5076
1974,9,5077,M,5077
1976,9,5077,M,5077
1977,9,5077,M,5077
1980,1,5077,M,5077
1982,9,5077,M,5077
1986,9,5077,M,5077
1969,4,5078,M,5078
1976,9,5079,M,5079
1978,7,5079,M,5079
1979,10,5079,M,5079
1979,12,5079,M,5079
1969,6,5080,M,5080
1970,7,5080,M,5080
1971,5,5080,M,5080
1973,7,5080,M,5080
1976,8,5080,M,5080
1977,8,5080,M,5080
1984,2,5080,M,5080
1977,7,5081,M,5081
1978,8,5081,M,5081
1980,6,5081,M,5081
1981,12,5081,M,5081
1988,7,5081,M,5081
1969,10,5082,M,5082
1971,11,5082,M,5082
1980,4,5082,M,5082
1981,2,5082,M,5082
1978,5,5083,M,5083
1981,12,5083,M,5083
1969,12,5084,M,5084
1971,4,5084,M,5084
1978,8,5085,M,5085
1979,2,5085,M,5085
1983,1,5085,M,5085
1983,1,5085,M,5085
1984,4,5085,M,5085
1985,4,5085,M,5085
1969,5,5086,M,5086
1971,4,5086,M,5086
1974,7,5086,M,5086
1974,9,5086,M,5086
1988,10,5086,M,5086
1976,9,5087,M,5087
1980,1,5087,M,5087
1982,12,5087,M,5087
1969,1,5088,M,5088
1969,3,5088,M,5088
1969,5,5088,M,5088
1969,5,5088,M,5088
1969,6,5088,M,5088
1977,10,5088,M,5088
1979,5,5088,M,5088
1980,3,5088,M,5088
1980,11,5088,M,5088
1973,7,5089,M,5089
1969,10,5090,M,5090
1979,2,5090,M,5090
1979,6,5090,M,5090
1979,11,5090,M,5090
1980,4,5091,M,5091
1988,9,5091,M,5091
1969,1,5092,M,5092
1969,3,5092,M,5092
1970,12,5092,M,5092
1974,10,5092,M,5092
1976,9,5092,M,5092
1975,9,5093,M,5093
1970,4,5094,M,5094
1970,5,5094,M,5094
1977,8,5094,M,5094
1980,4,5094,M,5094
1980,5,5094,M,5094
1977,8,5095,M,5095
1981,3,5095,M,5095
1981,5,5095,M,5095
1969,1,5096,M,5096
1969,3,5096,M,5096
1970,4,5096,M,5096
1971,6,5096,M,5096
1969,3,5098,M,5098
1970,2,5098,M,5098
1971,3,5098,M,5098
1975,7,5098,M,5098
1979,5,5098,M,5098
1973,9,5099,M,5099
1980,1,5099,M,5099
1980,4,5099,M,5099
1970,2,5100,M,5100
1970,4,5100,M,5100
1971,11,5100,M,5100
1982,4,5100,M,5100
1979,11,5101,M,5101
1984,1,5101,M,5101
1969,10,5102,M,5102
1970,4,5102,M,5102
1976,10,5102,M,5102
1980,1,5103,M,5103
1984,4,5103,M,5103
1969,4,5104,M,5104
1979,11,5104,M,5104
1980,1,5104,M,5104
1983,11,5104,M,5104
1977,12,5105,M,5105
1980,6,5105,M,5105
1980,10,5105,M,5105
1982,4,5105,M,5105
1984,1,5105,M,5105
1984,3,5105,M,5105
1970,5,5106,M,5106
1971,6,5106,M,5106
1971,11,5106,M,5106
1976,12,5107,M,5107
1979,6,5107,M,5107
1980,2,5107,M,5107
1981,5,5107,M,5107
1971,12,5108,M,5108
1979,1,5108,M,5108
1984,2,5108,M,5108
1984,4,5108,M,5108
1985,12,5108,M,5108
1976,7,5109,M,5109
1976,9,5109,M,5109
1969,2,5110,M,5110
1969,8,5110,M,5110
1969,9,5110,M,5110
1969,11,5110,M,5110
1970,1,5110,M,5110
1970,7,5110,M,5110
1977,7,5110,M,5110
1977,8,5110,M,5110
1979,1,5110,M,5110
1981,12,5110,M,5110
1986,9,5110,M,5110
1988,12,5110,M,5110
1978,8,5112,M,5112
1976,9,5113,M,5113
1979,11,5113,M,5113
1980,5,5113,M,5113
1981,1,5113,M,5113
1971,12,5114,M,5114
1976,12,5114,M,5114
1978,10,5114,M,5114
1978,11,5114,M,5114
1980,3,5114,M,5114
1980,6,5114,M,5114
1980,10,5114,M,5114
1983,1,5114,M,5114
1981,2,5115,M,5115
1969,6,5116,M,5116
1980,2,5116,M,5116
1983,5,5116,M,5116
1983,11,5116,M,5116
1987,4,5116,M,5116
1985,2,5117,M,5117
1971,10,5118,M,5118
1979,6,5118,M,5118
1979,12,5118,M,5118
1980,2,5118,M,5118
1980,3,5118,M,5118
1982,12,5118,M,5118
1984,2,5118,M,5118
1979,6,5119,M,5119
1979,12,5119,M,5119
1979,12,5119,M,5119
1982,1,5119,M,5119
1987,11,5119,M,5119
1970,3,5120,M,5120
1971,6,5120,M,5120
1978,10,5120,M,5120
1982,1,5120,M,5120
1984,4,5120,M,5120
1980,12,5121,M,5121
1980,12,5121,M,5121
1983,1,5121,M,5121
1971,7,5122,M,5122
1978,7,5122,M,5122
1984,1,5122,M,5122
1977,3,5123,M,5123
1979,10,5123,M,5123
1980,4,5123,M,5123
1982,12,5123,M,5123
1969,8,5124,M,5124
1970,2,5124,M,5124
1970,7,5124,M,5124
1982,12,5124,M,5124
1978,12,5125,M,5125
1983,1,5125,M,5125
1988,9,5125,M,5125
1969,6,5126,M,5126
1969,6,5126,M,5126
1976,10,5126,M,5126
1977,8,5126,M,5126
1979,12,5126,M,5126
1980,5,5126,M,5126
1981,3,5126,M,5126
1974,9,5127,M,5127
1979,10,5127,M,5127
1979,11,5127,M,5127
1971,2,5128,M,5128
1983,1,5128,M,5128
1981,1,5129,M,5129
1981,5,5129,M,5129
1984,5,5129,M,5129
1971,4,5130,M,5130
1971,11,5130,M,5130
1972,1,5130,M,5130
1972,12,5130,M,5130
1977,7,5130,M,5130
1978,11,5130,M,5130
1982,4,5130,M,5130
1983,12,5130,M,5130
1977,10,5131,M,5131
1979,4,5131,M,5131
1980,3,5131,M,5131
1984,2,5131,M,5131
1984,4,5131,M,5131
1971,6,5132,M,5132
1971,10,5132,M,5132
1976,12,5132,M,5132
1980,2,5132,M,5132
1982,3,5132,M,5132
1982,12,5132,M,5132
1983,5,5132,M,5132
1978,8,5133,M,5133
1978,9,5133,M,5133
1984,12,5133,M,5133
1970,1,5134,M,5134
1977,9,5134,M,5134
1980,2,5134,M,5134
1981,2,5134,M,5134
1987,1,5134,M,5134
1977,8,5135,M,5135
1977,8,5135,M,5135
1984,2,5135,M,5135
1988,9,5135,M,5135
1977,10,5136,M,5136
1980,6,5136,M,5136
1979,11,5137,M,5137
1981,4,5137,M,5137
1981,10,5137,M,5137
1983,1,5137,M,5137
1971,10,5138,M,5138
1980,3,5139,M,5139
1980,9,5139,M,5139
1981,1,5139,M,5139
1983,11,5139,M,5139
1988,7,5139,M,5139
1971,10,5140,M,5140
1971,11,5140,M,5140
1977,9,5140,M,5140
1984,2,5140,M,5140
1978,8,5141,M,5141
1980,10,5141,M,5141
1981,6,5141,M,5141
1984,3,5141,M,5141
1969,6,5142,M,5142
1970,3,5142,M,5142
1979,6,5142,M,5142
1980,4,5142,M,5142
1972,9,5143,M,5143
1973,7,5143,M,5143
1981,3,5143,M,5143
1985,11,5143,M,5143
1969,6,5144,M,5144
1971,2,5144,M,5144
1979,6,5144,M,5144
1980,4,5144,M,5144
1984,1,5144,M,5144
1980,12,5145,M,5145
1981,2,5145,M,5145
1971,6,5146,M,5146
1971,7,5146,M,5146
1971,8,5146,M,5146
1972,9,5146,M,5146
1977,8,5146,M,5146
1979,7,5146,M,5146
1982,12,5146,M,5146
1983,4,5146,M,5146
1980,6,5147,M,5147
1982,4,5147,M,5147
1982,3,5148,M,5148
1984,4,5148,M,5148
1985,4,5148,M,5148
1969,11,5150,M,5150
1980,12,5150,M,5150
1982,4,5150,M,5150
1983,3,5150,M,5150
1977,7,5151,M,5151
1977,12,5151,M,5151
1981,11,5151,M,5151
1984,6,5151,M,5151
1980,1,5152,M,5152
1980,4,5152,M,5152
1981,5,5152,M,5152
1984,5,5152,M,5152
1988,7,5152,M,5152
1980,10,5153,M,5153
1984,4,5153,M,5153
1987,1,5153,M,5153
1983,11,5154,M,5154
1984,1,5154,M,5154
1984,2,5154,M,5154
1973,8,5155,M,5155
1976,9,5155,M,5155
1982,4,5155,M,5155
1984,4,5155,M,5155
1986,1,5155,M,5155
1971,4,5156,M,5156
1971,6,5156,M,5156
1977,9,5156,M,5156
1978,10,5156,M,5156
1981,2,5156,M,5156
1981,6,5156,M,5156
1977,9,5157,M,5157
1980,3,5157,M,5157
1982,4,5157,M,5157
1982,4,5157,M,5157
1983,1,5157,M,5157
1970,10,5158,M,5158
1970,11,5158,M,5158
1971,12,5158,M,5158
1978,7,5158,M,5158
1978,8,5159,M,5159
1978,8,5159,M,5159
1980,3,5159,M,5159
1985,1,5159,M,5159
1978,7,5160,M,5160
1979,10,5160,M,5160
1981,1,5160,M,5160
1976,9,5161,M,5161
1977,7,5161,M,5161
1980,3,5161,M,5161
1969,2,5162,M,5162
1980,3,5162,M,5162
1981,3,5162,M,5162
1970,4,5164,M,5164
1971,7,5164,M,5164
1979,10,5164,M,5164
1980,11,5164,M,5164
1972,8,5165,M,5165
1972,9,5165,M,5165
1978,11,5165,M,5165
1979,7,5165,M,5165
1981,1,5165,M,5165
1970,5,5166,M,5166
1971,6,5166,M,5166
1977,12,5166,M,5166
1979,2,5166,M,5166
1980,2,5166,M,5166
1981,2,5166,M,5166
1982,1,5167,M,5167
1984,1,5167,M,5167
1969,2,5168,M,5168
1970,2,5168,M,5168
1977,3,5168,M,5168
1977,9,5168,M,5168
1978,9,5168,M,5168
1979,6,5168,M,5168
1980,1,5169,M,5169
1982,5,5169,M,5169
1985,1,5169,M,5169
1970,4,5170,M,5170
1971,10,5170,M,5170
1978,8,5170,M,5170
1978,12,5170,M,5170
1979,6,5170,M,5170
1980,4,5170,M,5170
1982,2,5170,M,5170
1978,6,5171,M,5171
1978,8,5171,M,5171
1980,2,5171,M,5171
1980,12,5171,M,5171
1982,1,5171,M,5171
1986,11,5171,M,5171
1969,1,5172,M,5172
1984,4,5172,M,5172
1978,8,5173,M,5173
1980,5,5173,M,5173
1981,4,5173,M,5173
1982,1,5173,M,5173
1980,2,5174,M,5174
1981,11,5174,M,5174
1979,10,5175,M,5175
1981,12,5175,M,5175
1970,6,5176,M,5176
1971,1,5176,M,5176
1971,10,5176,M,5176
1979,3,5176,M,5176
1981,1,5176,M,5176
1974,9,5177,M,5177
1981,4,5177,M,5177
1970,1,5178,M,5178
1970,6,5178,M,5178
1979,11,5178,M,5178
1982,12,5178,M,5178
1972,8,5179,M,5179
1974,8,5179,M,5179
1977,7,5179,M,5179
1980,1,5179,M,5179
1982,2,5179,M,5179
1984,1,5179,M,5179
1984,5,5179,M,5179
1969,10,5180,M,5180
1970,3,5180,M,5180
1970,4,5180,M,5180
1970,5,5180,M,5180
1970,5,5180,M,5180
1971,5,5180,M,5180
1977,9,5180,M,5180
1980,2,5180,M,5180
1980,11,5180,M,5180
1984,12,5180,M,5180
1986,1,5180,M,5180
1979,10,5181,M,5181
1980,1,5181,M,5181
1980,2,5181,M,5181
1983,2,5181,M,5181
1970,1,5182,M,5182
1971,10,5182,M,5182
1971,11,5182,M,5182
1973,12,5182,M,5182
1980,4,5182,M,5182
1980,5,5183,M,5183
1981,3,5183,M,5183
1969,9,5184,M,5184
1969,10,5184,M,5184
1977,7,5185,M,5185
1985,9,5185,M,5185
1969,11,5186,M,5186
1969,11,5186,M,5186
1971,12,5186,M,5186
1977,9,5186,M,5186
1978,8,5186,M,5186
1980,4,5186,M,5186
1988,11,5186,M,5186
1981,5,5187,M,5187
1969,11,5188,M,5188
1970,1,5188,M,5188
1970,1,5188,M,5188
1970,3,5188,M,5188
1971,11,5188,M,5188
1971,11,5188,M,5188
1975,9,5188,M,5188
1983,12,5188,M,5188
1979,10,5189,M,5189
1984,12,5189,M,5189
1985,1,5189,M,5189
1969,1,5190,M,5190
1969,6,5190,M,5190
1970,1,5190,M,5190
1970,5,5190,M,5190
1970,5,5190,M,5190
1977,7,5190,M,5190
1980,4,5190,M,5190
1980,5,5190,M,5190
1981,12,5190,M,5190
1976,9,5191,M,5191
1980,3,5191,M,5191
1981,12,5191,M,5191
1981,12,5191,M,5191
1984,3,5191,M,5191
1977,8,5192,M,5192
1979,10,5192,M,5192
1983,11,5192,M,5192
1974,8,5193,M,5193
1980,3,5193,M,5193
1980,5,5193,M,5193
1985,1,5193,M,5193
1988,1,5193,M,5193
1969,3,5194,M,5194
1971,7,5194,M,5194
1974,9,5195,M,5195
1979,11,5195,M,5195
1982,4,5195,M,5195
1980,6,5196,M,5196
1981,1,5196,M,5196
1985,10,5196,M,5196
1975,9,5197,M,5197
1979,5,5197,M,5197
1983,3,5197,M,5197
1971,12,5198,M,5198
1978,7,5198,M,5198
1979,12,5198,M,5198
1982,3,5198,M,5198
1983,4,5198,M,5198
1983,11,5198,M,5198
1981,4,5199,M,5199
1983,6,5199,M,5199
1969,2,5200,M,5200
1969,11,5200,M,5200
1978,12,5200,M,5200
1980,4,5200,M,5200
1974,7,5201,M,5201
1977,6,5201,M,5201
1981,1,5201,M,5201
1981,1,5201,M,5201
1981,12,5201,M,5201
1983,12,5201,M,5201
1984,11,5201,M,5201
1971,7,5202,M,5202
1971,8,5202,M,5202
1975,12,5202,M,5202
1980,12,5202,M,5202
1982,1,5202,M,5202
1987,2,5202,M,5202
1976,9,5203,M,5203
1977,8,5203,M,5203
1980,3,5203,M,5203
1983,1,5203,M,5203
1970,1,5204,M,5204
1970,2,5204,M,5204
1970,2,5204,M,5204
1970,6,5204,M,5204
1971,10,5204,M,5204
1971,12,5204,M,5204
1974,9,5204,M,5204
1975,7,5204,M,5204
1980,1,5204,M,5204
1980,3,5204,M,5204
1979,10,5205,M,5205
1980,1,5205,M,5205
1971,8,5206,M,5206
1980,5,5206,M,5206
1982,1,5206,M,5206
1983,5,5206,M,5206
1981,3,5207,M,5207
1981,3,5207,M,5207
1981,4,5207,M,5207
1981,4,5207,M,5207
1984,12,5207,M,5207
1986,10,5207,M,5207
1969,4,5208,M,5208
1970,5,5208,M,5208
1979,11,5208,M,5208
1983,12,5208,M,5208
1985,12,5208,M,5208
1977,7,5209,M,5209
1979,2,5209,M,5209
1979,11,5209,M,5209
1982,12,5209,M,5209
1969,2,5210,M,5210
1969,4,5210,M,5210
1970,2,5210,M,5210
1972,12,5210,M,5210
1976,12,5210,M,5210
1981,10,5210,M,5210
1984,5,5210,M,5210
1973,9,5211,M,5211
1976,9,5211,M,5211
1978,8,5211,M,5211
1978,12,5211,M,5211
1969,4,5212,M,5212
1969,7,5212,M,5212
1969,12,5212,M,5212
1971,8,5212,M,5212
1974,8,5212,M,5212
1977,8,5212,M,5212
1980,11,5213,M,5213
1984,5,5213,M,5213
1969,2,5214,M,5214
1970,4,5214,M,5214
1971,6,5214,M,5214
1971,11,5214,M,5214
1981,2,5215,M,5215
1982,1,5215,M,5215
1986,1,5215,M,5215
1970,12,5216,M,5216
1971,3,5216,M,5216
1977,8,5216,M,5216
1978,7,5216,M,5216
1983,5,5216,M,5216
1979,12,5217,M,5217
1984,3,5217,M,5217
1971,7,5218,M,5218
1980,10,5218,M,5218
1982,2,5218,M,5218
1974,8,5219,M,5219
1974,9,5219,M,5219
1982,2,5220,M,5220
1983,1,5220,M,5220
1983,4,5220,M,5220
1974,9,5221,M,5221
1976,9,5221,M,5221
1981,3,5221,M,5221
1983,2,5221,M,5221
1969,8,5222,M,5222
1974,9,5222,M,5222
1978,7,5222,M,5222
1978,9,5222,M,5222
1979,8,5222,M,5222
1983,10,5222,M,5222
1971,7,5224,M,5224
1974,9,5225,M,5225
1980,5,5225,M,5225
1983,5,5225,M,5225
1984,2,5225,M,5225
1985,4,5225,M,5225
1969,3,5226,M,5226
1970,4,5226,M,5226
1970,5,5226,M,5226
1971,7,5226,M,5226
1971,12,5226,M,5226
1972,9,5226,M,5226
1980,5,5226,M,5226
1980,5,5226,M,5226
1982,1,5226,M,5226
1982,3,5226,M,5226
1983,12,5226,M,5226
1987,7,5226,M,5226
1974,8,5227,M,5227
1979,11,5227,M,5227
1981,2,5227,M,5227
1983,11,5227,M,5227
1969,2,5228,M,5228
1971,9,5228,M,5228
1972,9,5228,M,5228
1984,6,5228,M,5228
1978,9,5229,M,5229
1984,2,5229,M,5229
1977,7,5230,M,5230
1978,9,5230,M,5230
1981,2,5230,M,5230
1983,4,5230,M,5230
1983,5,5230,M,5230
1983,5,5230,M,5230
1984,2,5230,M,5230
1984,2,5230,M,5230
1978,7,5231,M,5231
1980,10,5231,M,5231
1984,3,5231,M,5231
1971,8,5232,M,5232
1974,9,5232,M,5232
1980,5,5232,M,5232
1981,10,5232,M,5232
1983,5,5232,M,5232
1984,5,5232,M,5232
1978,8,5233,M,5233
1980,12,5233,M,5233
1981,2,5233,M,5233
1981,5,5233,M,5233
1982,1,5233,M,5233
1983,1,5233,M,5233
1984,5,5233,M,5233
1970,6,5234,M,5234
1970,9,5234,M,5234
1971,3,5234,M,5234
1971,5,5234,M,5234
1971,6,5234,M,5234
1977,7,5234,M,5234
1980,1,5234,M,5234
1981,5,5234,M,5234
1981,11,5234,M,5234
1982,4,5234,M,5234
1983,2,5234,M,5234
1984,2,5234,M,5234
1974,9,5235,M,5235
1978,9,5235,M,5235
1969,10,5236,M,5236
1972,12,5237,M,5237
1980,2,5237,M,5237
1980,10,5237,M,5237
1984,5,5237,M,5237
1970,2,5238,M,5238
1970,3,5238,M,5238
1970,6,5238,M,5238
1970,8,5238,M,5238
1980,4,5238,M,5238
1980,10,5238,M,5238
1980,11,5238,M,5238
1983,1,5238,M,5238
1985,1,5238,M,5238
1977,9,5239,M,5239
1980,11,5239,M,5239
1982,1,5239,M,5239
1983,12,5239,M,5239
1985,1,5239,M,5239
1969,6,5240,M,5240
1969,12,5240,M,5240
1970,8,5240,M,5240
1982,3,5240,M,5240
1982,4,5240,M,5240
1984,1,5240,M,5240
1984,12,5240,M,5240
1972,9,5241,M,5241
1981,4,5241,M,5241
1970,6,5242,M,5242
1981,11,5242,M,5242
1984,5,5242,M,5242
1981,11,5243,M,5243
1971,3,5244,M,5244
1971,5,5244,M,5244
1971,12,5244,M,5244
1980,6,5244,M,5244
1980,10,5245,M,5245
1981,11,5245,M,5245
1981,12,5245,M,5245
1982,3,5245,M,5245
1984,4,5245,M,5245
1984,6,5245,M,5245
1969,4,5246,M,5246
1969,12,5246,M,5246
1971,4,5246,M,5246
1978,9,5246,M,5246
1979,3,5246,M,5246
1981,10,5246,M,5246
1981,11,5246,M,5246
1984,1,5246,M,5246
1984,4,5246,M,5246
1980,3,5247,M,5247
1982,2,5247,M,5247
1984,1,5247,M,5247
1984,10,5247,M,5247
1969,12,5248,M,5248
1970,3,5248,M,5248
1971,2,5248,M,5248
1971,2,5248,M,5248
1978,8,5248,M,5248
1978,10,5248,M,5248
1981,2,5248,M,5248
1981,3,5248,M,5248
1983,11,5248,M,5248
1985,1,5248,M,5248
1979,11,5249,M,5249
1981,6,5249,M,5249
1982,3,5249,M,5249
1983,11,5249,M,5249
1969,10,5250,M,5250
1970,3,5250,M,5250
1971,5,5250,M,5250
1977,10,5250,M,5250
1981,2,5250,M,5250
1981,6,5250,M,5250
1987,1,5250,M,5250
1978,10,5251,M,5251
1981,3,5251,M,5251
1981,10,5251,M,5251
1982,3,5251,M,5251
1982,4,5251,M,5251
1983,1,5251,M,5251
1983,10,5251,M,5251
1970,4,5252,M,5252
1971,8,5252,M,5252
1981,10,5252,M,5252
1984,2,5252,M,5252
1984,3,5253,M,5253
1985,5,5253,M,5253
1977,9,5254,M,5254
1982,11,5254,M,5254
1984,3,5254,M,5254
1978,8,5255,M,5255
1981,4,5255,M,5255
1983,10,5255,M,5255
1984,4,5255,M,5255
1971,3,5256,M,5256
1971,11,5256,M,5256
1977,8,5256,M,5256
1979,11,5256,M,5256
1980,10,5256,M,5256
1981,6,5256,M,5256
1982,12,5256,M,5256
1983,4,5256,M,5256
1981,10,5257,M,5257
1982,1,5257,M,5257
1970,1,5258,M,5258
1970,8,5258,M,5258
1970,9,5258,M,5258
1970,12,5258,M,5258
1971,2,5258,M,5258
1971,3,5258,M,5258
1982,4,5258,M,5258
1979,12,5259,M,5259
1980,6,5259,M,5259
1983,2,5259,M,5259
1983,2,5259,M,5259
1983,5,5259,M,5259
1983,6,5259,M,5259
1985,1,5259,M,5259
1985,1,5259,M,5259
1969,11,5260,M,5260
1970,3,5260,M,5260
1979,6,5260,M,5260
1983,10,5260,M,5260
1984,5,5260,M,5260
1980,7,5261,M,5261
1981,11,5261,M,5261
1985,3,5261,M,5261
1969,2,5262,M,5262
1971,6,5262,M,5262
1978,9,5262,M,5262
1983,5,5262,M,5262
1984,5,5262,M,5262
1984,10,5262,M,5262
1981,4,5263,M,5263
1982,2,5263,M,5263
1984,1,5263,M,5263
1970,5,5264,M,5264
1971,3,5264,M,5264
1979,7,5264,M,5264
1979,12,5264,M,5264
1983,12,5264,M,5264
1984,3,5264,M,5264
1976,9,5265,M,5265
1980,10,5265,M,5265
1982,11,5265,M,5265
1983,4,5265,M,5265
1988,9,5265,M,5265
1978,7,5266,M,5266
1979,10,5266,M,5266
1980,6,5266,M,5266
1981,10,5266,M,5266
1982,6,5266,M,5266
1982,11,5266,M,5266
1983,4,5267,M,5267
1984,2,5267,M,5267
1971,8,5268,M,5268
1971,10,5268,M,5268
1978,8,5268,M,5268
1981,3,5268,M,5268
1983,2,5268,M,5268
1984,11,5268,M,5268
1986,2,5268,M,5268
1981,3,5269,M,5269
1981,5,5269,M,5269
1982,3,5269,M,5269
1983,4,5269,M,5269
1983,5,5269,M,5269
1983,12,5269,M,5269
1969,3,5270,M,5270
1969,6,5270,M,5270
1969,7,5270,M,5270
1980,11,5270,M,5270
1981,3,5270,M,5270
1980,11,5271,M,5271
1982,10,5271,M,5271
1982,11,5271,M,5271
1983,6,5271,M,5271
1985,11,5271,M,5271
1969,10,5272,M,5272
1970,2,5272,M,5272
1970,6,5272,M,5272
1977,9,5272,M,5272
1981,1,5272,M,5272
1983,10,5272,M,5272
1983,10,5272,M,5272
1984,4,5272,M,5272
1979,8,5273,M,5273
1979,10,5273,M,5273
1980,4,5273,M,5273
1982,6,5273,M,5273
1988,3,5273,M,5273
1984,3,5274,M,5274
1977,9,5275,M,5275
1981,10,5275,M,5275
1969,11,5276,M,5276
1971,8,5276,M,5276
1971,12,5276,M,5276
1979,10,5276,M,5276
1981,11,5276,M,5276
1982,2,5276,M,5276
1982,3,5276,M,5276
1985,3,5276,M,5276
1983,11,5277,M,5277
1985,2,5277,M,5277
1971,1,5278,M,5278
1971,8,5278,M,5278
1980,11,5278,M,5278
1981,1,5278,M,5278
1981,2,5278,M,5278
1983,10,5278,M,5278
1984,2,5278,M,5278
1980,2,5279,M,5279
1981,10,5279,M,5279
1982,3,5279,M,5279
1982,10,5279,M,5279
1983,11,5279,M,5279
1986,12,5279,M,5279
1970,2,5280,M,5280
1971,10,5280,M,5280
1979,7,5280,M,5280
1979,12,5280,M,5280
1980,2,5280,M,5280
1972,8,5281,M,5281
1981,5,5281,M,5281
1984,5,5281,M,5281
1985,1,5281,M,5281
1969,10,5282,M,5282
1980,2,5282,M,5282
1981,1,5282,M,5282
1983,1,5282,M,5282
1983,3,5282,M,5282
1979,11,5283,M,5283
1984,3,5283,M,5283
1970,1,5284,M,5284
1980,2,5284,M,5284
1980,3,5284,M,5284
1982,10,5285,M,5285
1982,11,5285,M,5285
1983,4,5285,M,5285
1971,8,5286,M,5286
1972,8,5286,M,5286
1981,2,5286,M,5286
1981,6,5286,M,5286
1983,10,5286,M,5286
1986,11,5286,M,5286
1982,12,5287,M,5287
1984,5,5287,M,5287
1984,11,5287,M,5287
1986,1,5287,M,5287
1986,1,5287,M,5287
1970,3,5288,M,5288
1970,5,5288,M,5288
1980,10,5288,M,5288
1982,3,5288,M,5288
1983,12,5288,M,5288
1984,11,5288,M,5288
1978,8,5289,M,5289
1986,12,5289,M,5289
1969,3,5290,M,5290
1971,3,5290,M,5290
1978,8,5290,M,5290
1984,3,5290,M,5290
1987,3,5290,M,5290
1980,6,5291,M,5291
1970,3,5292,M,5292
1978,9,5292,M,5292
1981,1,5292,M,5292
1981,11,5292,M,5292
1982,5,5292,M,5292
1981,10,5293,M,5293
1982,2,5293,M,5293
1983,4,5293,M,5293
1986,2,5293,M,5293
1987,4,5293,M,5293
1970,1,5294,M,5294
1970,5,5294,M,5294
1982,4,5294,M,5294
1984,1,5294,M,5294
1984,3,5294,M,5294
1984,11,5294,M,5294
1980,3,5295,M,5295
1969,1,5296,M,5296
1969,3,5296,M,5296
1971,7,5296,M,5296
1972,12,5296,M,5296
1981,2,5296,M,5296
1981,3,5296,M,5296
1982,12,5296,M,5296
1986,10,5296,M,5296
1980,11,5297,M,5297
1981,4,5297,M,5297
1983,3,5297,M,5297
1969,12,5298,M,5298
1970,2,5298,M,5298
1970,3,5298,M,5298
1971,1,5298,M,5298
1971,2,5298,M,5298
1977,9,5299,M,5299
1982,10,5299,M,5299
1984,2,5299,M,5299
1970,3,5300,M,5300
1970,4,5300,M,5300
1971,7,5300,M,5300
1982,1,5300,M,5300
1982,10,5300,M,5300
1983,1,5300,M,5300
1983,3,5301,M,5301
1969,6,5302,M,5302
1970,3,5302,M,5302
1971,3,5302,M,5302
1971,3,5302,M,5302
1971,10,5302,M,5302
1981,2,5302,M,5302
1981,4,5302,M,5302
1983,1,5302,M,5302
1985,1,5302,M,5302
1981,3,5303,M,5303
1984,4,5303,M,5303
1971,1,5304,M,5304
1978,7,5304,M,5304
1982,11,5304,M,5304
1987,1,5304,M,5304
1981,6,5305,M,5305
1983,11,5305,M,5305
1984,2,5305,M,5305
1985,1,5305,M,5305
1985,6,5305,M,5305
1986,12,5305,M,5305
1969,7,5306,M,5306
1977,7,5306,M,5306
1983,3,5306,M,5306
1984,3,5306,M,5306
1986,1,5306,M,5306
1982,2,5307,M,5307
1969,10,5308,M,5308
1988,4,5308,M,5308
1981,1,5309,M,5309
1983,2,5309,M,5309
1984,3,5309,M,5309
1969,10,5310,M,5310
1970,6,5310,M,5310
1971,3,5310,M,5310
1986,1,5311,M,5311
1969,5,5312,M,5312
1981,6,5312,M,5312
1980,11,5313,M,5313
1982,4,5313,M,5313
1982,4,5313,M,5313
1987,12,5313,M,5313
1977,9,5314,M,5314
1988,2,5314,M,5314
1978,9,5315,M,5315
1982,11,5315,M,5315
1983,10,5315,M,5315
1985,5,5315,M,5315
1986,5,5315,M,5315
1969,8,5316,M,5316
1969,10,5316,M,5316
1978,12,5316,M,5316
1982,5,5316,M,5316
1986,1,5316,M,5316
1983,2,5317,M,5317
1983,12,5317,M,5317
1986,1,5317,M,5317
1969,10,5318,M,5318
